year	dayofyear	site_name	snowcover	species_plant	cover_all_flowers
2012	218	wmb5	0	Achillea clavennae	0,02
2012	223	wmb5	0	Achillea clavennae	0,02
2012	227	wmb5	0	Achillea clavennae	0,02
2012	232	wmb5	0	Achillea clavennae	0
2012	239	wmb5	0	Achillea clavennae	0
2012	243	wmb5	0	Achillea clavennae	0
2012	249	wmb5	0	Achillea clavennae	0
2012	255	wmb5	0	Achillea clavennae	0
2012	168	h6	1	Achillea clavennae	0
2012	171	h6	0	Achillea clavennae	0
2012	174	h6	0	Achillea clavennae	0
2012	178	h6	0	Achillea clavennae	0
2012	183	h6	0	Achillea clavennae	0,01
2012	188	h6	0	Achillea clavennae	0,01
2012	193	h6	0	Achillea clavennae	0,01
2012	197	h6	0	Achillea clavennae	0,01
2012	200	h6	0	Achillea clavennae	0,01
2012	206	h6	0	Achillea clavennae	0,01
2012	210	h6	0	Achillea clavennae	0,01
2012	214	h6	0	Achillea clavennae	0,01
2012	218	h6	0	Achillea clavennae	0,01
2012	222	h6	0	Achillea clavennae	0,01
2012	226	h6	0	Achillea clavennae	0,01
2012	232	h6	0	Achillea clavennae	0,01
2012	237	h6	0	Achillea clavennae	0
2012	241	h6	0	Achillea clavennae	0
2012	246	h6	0	Achillea clavennae	0
2012	255	h6	0	Achillea clavennae	0
2012	163	h7	60	Achillea clavennae	0
2012	168	h7	35	Achillea clavennae	0
2012	171	h7	25	Achillea clavennae	0
2012	174	h7	15	Achillea clavennae	0
2012	183	h7	0	Achillea clavennae	0,01
2012	188	h7	0	Achillea clavennae	0,01
2012	193	h7	0	Achillea clavennae	0,01
2012	197	h7	0	Achillea clavennae	0,01
2012	200	h7	0	Achillea clavennae	0,01
2012	206	h7	0	Achillea clavennae	0,01
2012	210	h7	0	Achillea clavennae	0,01
2012	214	h7	0	Achillea clavennae	0,01
2012	218	h7	0	Achillea clavennae	0,01
2012	222	h7	0	Achillea clavennae	0,01
2012	226	h7	0	Achillea clavennae	0,01
2012	232	h7	0	Achillea clavennae	0,01
2012	237	h7	0	Achillea clavennae	0,01
2012	241	h7	0	Achillea clavennae	0
2012	246	h7	0	Achillea clavennae	0
2012	255	h7	0	Achillea clavennae	0
2012	178	h7	5	Achillea clavennae	0,01
2011	145	h6	0	Achillea clavennae	0
2011	156	h6	0	Achillea clavennae	0
2011	172	h6	0	Achillea clavennae	0
2011	187	h6	0	Achillea clavennae	0
2011	145	h7	0	Achillea clavennae	0
2011	156	h7	0	Achillea clavennae	0
2011	172	h7	0	Achillea clavennae	0
2011	179	h7	0	Achillea clavennae	0
2011	187	h7	0	Achillea clavennae	0,01
2011	194	h7	0	Achillea clavennae	0,02
2011	212	h7	0	Achillea clavennae	0,01
2011	224	h7	0	Achillea clavennae	0,01
2011	233	h7	0	Achillea clavennae	0
2011	144	wmb4	0	Achillea clavennae	0
2011	150	wmb4	0	Achillea clavennae	0
2011	158	wmb4	0	Achillea clavennae	0
2011	166	wmb4	0	Achillea clavennae	0
2011	178	wmb4	0	Achillea clavennae	0
2011	185	wmb4	0	Achillea clavennae	0
2011	193	wmb4	0	Achillea clavennae	0,05
2011	208	wmb4	0	Achillea clavennae	0,03
2011	223	wmb4	0	Achillea clavennae	0
2011	232	wmb4	0	Achillea clavennae	0
2011	144	wmb5	0	Achillea clavennae	0
2011	149	wmb5	0	Achillea clavennae	0
2011	158	wmb5	0	Achillea clavennae	0
2011	166	wmb5	0	Achillea clavennae	0
2011	178	wmb5	0	Achillea clavennae	0,03
2011	185	wmb5	0	Achillea clavennae	0,04
2011	193	wmb5	0	Achillea clavennae	0,08
2011	208	wmb5	0	Achillea clavennae	0,08
2011	223	wmb5	0	Achillea clavennae	0,08
2011	232	wmb5	0	Achillea clavennae	0
2011	144	wma5	0	Achillea clavennae 	0
2011	150	wma5	0	Achillea clavennae 	0
2011	158	wma5	0	Achillea clavennae 	0
2011	166	wma5	0	Achillea clavennae 	0
2011	178	wma5	0	Achillea clavennae 	0
2011	185	wma5	0	Achillea clavennae 	0
2011	193	wma5	0	Achillea clavennae 	0
2011	208	wma5	0	Achillea clavennae 	0,02
2011	223	wma5	0	Achillea clavennae 	0,01
2011	232	wma5	0	Achillea clavennae 	0,01
2010	178	h6	0	Achillea clavennae	0
2010	178	h7	0	Achillea clavennae	0
2010	179	wmb5	0	Achillea clavennae	0,02
2010	190	wma5	0	Achillea clavennae	0,02
2010	190	wmb5	0	Achillea clavennae	0,02
2010	191	h6	0	Achillea clavennae	0,02
2010	191	h7	0	Achillea clavennae	0
2010	193	ho4	0	Achillea clavennae	0,02
2010	196	h6	0	Achillea clavennae	0,02
2010	196	h7	0	Achillea clavennae	0,02
2010	197	wma5	0	Achillea clavennae	0,02
2010	197	wmb5	0	Achillea clavennae	0,02
2010	202	h6	0	Achillea clavennae	0,02
2010	202	h7	0	Achillea clavennae	0,02
2010	203	wma5	0	Achillea clavennae	0,02
2010	203	wmb5	0	Achillea clavennae	0
2010	212	h6	0	Achillea clavennae	0,02
2010	212	h7	0	Achillea clavennae	0,02
2010	213	wmb4	0	Achillea clavennae	0,02
2010	213	wmb5	0	Achillea clavennae	0,02
2010	214	wma5	0	Achillea clavennae	0,03
2010	233	wma5	0	Achillea clavennae	0,02
2010	233	wmb4	0	Achillea clavennae	0
2010	233	wmb5	0	Achillea clavennae	0,02
2010	234	h6	0	Achillea clavennae	0
2010	234	h7	0	Achillea clavennae	0
2010	238	wmb4	0	Achillea clavennae	0
2010	238	wmb5	0	Achillea clavennae	0,02
2010	239	h6	0	Achillea clavennae	0
2010	239	h7	0	Achillea clavennae	0
2010	238	wma5	0	Achillea clavennae	0
2012	112	ho1	0	Achillea millefolium agg.	0
2012	118	ho1	0	Achillea millefolium agg.	0
2012	121	ho1	0	Achillea millefolium agg.	0
2012	126	ho1	0	Achillea millefolium agg.	0
2012	129	ho1	0	Achillea millefolium agg.	0
2012	132	ho1	0	Achillea millefolium agg.	0
2012	136	ho1	0	Achillea millefolium agg.	0
2012	140	ho1	0	Achillea millefolium agg.	0
2012	144	ho1	0	Achillea millefolium agg.	0
2012	148	ho1	0	Achillea millefolium agg.	0
2012	152	ho1	0	Achillea millefolium agg.	0
2012	155	ho1	0	Achillea millefolium agg.	0
2012	158	ho1	0	Achillea millefolium agg.	0
2012	163	ho1	0	Achillea millefolium agg.	0,02
2012	169	ho1	0	Achillea millefolium agg.	0,02
2012	171	ho1	0	Achillea millefolium agg.	0,02
2012	123	ho2	2	Achillea millefolium agg.	0
2012	126	ho2	0	Achillea millefolium agg.	0
2012	130	ho2	0	Achillea millefolium agg.	0
2012	136	ho2	0	Achillea millefolium agg.	0
2012	141	ho2	0	Achillea millefolium agg.	0
2012	145	ho2	0	Achillea millefolium agg.	0
2012	148	ho2	0	Achillea millefolium agg.	0
2012	152	ho2	0	Achillea millefolium agg.	0
2012	155	ho2	0	Achillea millefolium agg.	0
2012	158	ho2	0	Achillea millefolium agg.	0
2012	163	ho2	0	Achillea millefolium agg.	0
2012	169	ho2	0	Achillea millefolium agg.	0,01
2012	171	ho2	0	Achillea millefolium agg.	0,01
2012	176	ho2	0	Achillea millefolium agg.	0,01
2012	179	ho2	0	Achillea millefolium agg.	0,01
2012	183	ho2	0	Achillea millefolium agg.	0,02
2012	188	ho2	0	Achillea millefolium agg.	0,02
2012	193	ho2	0	Achillea millefolium agg.	0,03
2012	196	ho2	0	Achillea millefolium agg.	0,03
2012	199	ho2	0	Achillea millefolium agg.	0,03
2012	205	ho2	0	Achillea millefolium agg.	0,06
2012	209	ho2	0	Achillea millefolium agg.	0,1
2012	213	ho2	0	Achillea millefolium agg.	0,08
2012	217	ho2	0	Achillea millefolium agg.	0,02
2012	222	ho2	0	Achillea millefolium agg.	0,02
2012	226	ho2	0	Achillea millefolium agg.	0,02
2012	232	ho2	0	Achillea millefolium agg.	0,05
2012	238	ho2	0	Achillea millefolium agg.	0,02
2012	242	ho2	0	Achillea millefolium agg.	0
2012	246	ho2	0	Achillea millefolium agg.	0
2012	255	ho2	0	Achillea millefolium agg.	0
2012	148	ho3	0	Achillea millefolium agg.	0
2012	152	ho3	0	Achillea millefolium agg.	0
2012	155	ho3	0	Achillea millefolium agg.	0
2012	158	ho3	0	Achillea millefolium agg.	0
2012	163	ho3	0	Achillea millefolium agg.	0
2012	169	ho3	0	Achillea millefolium agg.	0
2012	171	ho3	0	Achillea millefolium agg.	0
2012	176	ho3	0	Achillea millefolium agg.	0
2012	179	ho3	0	Achillea millefolium agg.	0
2012	183	ho3	0	Achillea millefolium agg.	0
2012	187	ho3	0	Achillea millefolium agg.	0
2012	193	ho3	0	Achillea millefolium agg.	0,01
2012	196	ho3	0	Achillea millefolium agg.	0,01
2012	199	ho3	0	Achillea millefolium agg.	0,02
2012	205	ho3	0	Achillea millefolium agg.	0,02
2012	209	ho3	0	Achillea millefolium agg.	0,02
2012	213	ho3	0	Achillea millefolium agg.	0,02
2012	217	ho3	0	Achillea millefolium agg.	0,02
2012	222	ho3	0	Achillea millefolium agg.	0
2012	226	ho3	0	Achillea millefolium agg.	0
2012	232	ho3	0	Achillea millefolium agg.	0
2012	238	ho3	0	Achillea millefolium agg.	0
2012	243	ho3	0	Achillea millefolium agg.	0
2012	246	ho3	0	Achillea millefolium agg.	0
2012	255	ho3	0	Achillea millefolium agg.	0
2012	125	wma2	15	Achillea millefolium agg.	0
2012	129	wma2	0	Achillea millefolium agg.	0
2012	132	wma2	0	Achillea millefolium agg.	0
2012	136	wma2	0	Achillea millefolium agg.	0
2012	140	wma2	0	Achillea millefolium agg.	0
2012	142	wma2	0	Achillea millefolium agg.	0
2012	146	wma2	0	Achillea millefolium agg.	0
2012	151	wma2	0	Achillea millefolium agg.	0
2012	155	wma2	0	Achillea millefolium agg.	0
2012	159	wma2	0	Achillea millefolium agg.	0
2012	163	wma2	0	Achillea millefolium agg.	0
2012	167	wma2	0	Achillea millefolium agg.	0,01
2012	170	wma2	0	Achillea millefolium agg.	0
2012	176	wma2	0	Achillea millefolium agg.	0,01
2012	179	wma2	0	Achillea millefolium agg.	0,01
2012	184	wma2	0	Achillea millefolium agg.	0,01
2012	190	wma2	0	Achillea millefolium agg.	0,01
2012	194	wma2	0	Achillea millefolium agg.	0,03
2012	198	wma2	0	Achillea millefolium agg.	0,03
2012	200	wma2	0	Achillea millefolium agg.	0,08
2012	207	wma2	0	Achillea millefolium agg.	0,1
2012	209	wma2	0	Achillea millefolium agg.	0,1
2012	215	wma2	0	Achillea millefolium agg.	0,2
2012	218	wma2	0	Achillea millefolium agg.	0,2
2012	223	wma2	0	Achillea millefolium agg.	0,2
2012	227	wma2	0	Achillea millefolium agg.	0,2
2012	232	wma2	0	Achillea millefolium agg.	0,2
2012	239	wma2	0	Achillea millefolium agg.	0,2
2012	242	wma2	0	Achillea millefolium agg.	0,1
2012	248	wma2	0	Achillea millefolium agg.	0,1
2012	255	wma2	0	Achillea millefolium agg.	0,06
2012	129	wma3	5	Achillea millefolium agg.	0
2012	132	wma3	0	Achillea millefolium agg.	0
2012	136	wma3	0	Achillea millefolium agg.	0
2012	140	wma3	0	Achillea millefolium agg.	0
2012	142	wma3	0	Achillea millefolium agg.	0
2012	146	wma3	0	Achillea millefolium agg.	0
2012	151	wma3	0	Achillea millefolium agg.	0
2012	155	wma3	0	Achillea millefolium agg.	0
2012	159	wma3	0	Achillea millefolium agg.	0
2012	163	wma3	0	Achillea millefolium agg.	0
2012	167	wma3	0	Achillea millefolium agg.	0
2012	170	wma3	0	Achillea millefolium agg.	0,01
2012	176	wma3	0	Achillea millefolium agg.	0,01
2012	179	wma3	0	Achillea millefolium agg.	0,01
2012	184	wma3	0	Achillea millefolium agg.	0,01
2012	190	wma3	0	Achillea millefolium agg.	0,01
2012	194	wma3	0	Achillea millefolium agg.	0,02
2012	198	wma3	0	Achillea millefolium agg.	0,03
2012	200	wma3	0	Achillea millefolium agg.	0,03
2012	207	wma3	0	Achillea millefolium agg.	0,02
2012	209	wma3	0	Achillea millefolium agg.	0,03
2012	215	wma3	0	Achillea millefolium agg.	0,03
2012	218	wma3	0	Achillea millefolium agg.	0,03
2012	223	wma3	0	Achillea millefolium agg.	0,02
2012	227	wma3	0	Achillea millefolium agg.	0
2012	232	wma3	0	Achillea millefolium agg.	0
2012	239	wma3	0	Achillea millefolium agg.	0
2012	242	wma3	0	Achillea millefolium agg.	0,02
2012	248	wma3	0	Achillea millefolium agg.	0,02
2012	255	wma3	0	Achillea millefolium agg.	0,02
2012	112	wmb1	1	Achillea millefolium agg.	0
2012	115	wmb1	1	Achillea millefolium agg.	0
2012	119	wmb1	0	Achillea millefolium agg.	0
2012	122	wmb1	0	Achillea millefolium agg.	0
2012	125	wmb1	0	Achillea millefolium agg.	0
2012	129	wmb1	0	Achillea millefolium agg.	0
2012	132	wmb1	0	Achillea millefolium agg.	0
2012	136	wmb1	0	Achillea millefolium agg.	0
2012	140	wmb1	0	Achillea millefolium agg.	0
2012	142	wmb1	0	Achillea millefolium agg.	0
2012	146	wmb1	0	Achillea millefolium agg.	0
2012	151	wmb1	0	Achillea millefolium agg.	0
2012	155	wmb1	0	Achillea millefolium agg.	0
2012	158	wmb1	0	Achillea millefolium agg.	0,01
2012	163	wmb1	0	Achillea millefolium agg.	0,01
2012	132	wmb2	0	Achillea millefolium agg.	0
2012	136	wmb2	0	Achillea millefolium agg.	0
2012	140	wmb2	0	Achillea millefolium agg.	0
2012	142	wmb2	0	Achillea millefolium agg.	0
2012	146	wmb2	0	Achillea millefolium agg.	0
2012	151	wmb2	0	Achillea millefolium agg.	0
2012	155	wmb2	0	Achillea millefolium agg.	0
2012	158	wmb2	0	Achillea millefolium agg.	0
2012	163	wmb2	0	Achillea millefolium agg.	0
2012	169	wmb2	0	Achillea millefolium agg.	0,01
2012	172	wmb2	0	Achillea millefolium agg.	0,01
2012	175	wmb2	0	Achillea millefolium agg.	0,01
2012	178	wmb2	0	Achillea millefolium agg.	0,01
2012	183	wmb2	0	Achillea millefolium agg.	0,02
2012	190	wmb2	0	Achillea millefolium agg.	0,02
2012	194	wmb2	0	Achillea millefolium agg.	0,02
2012	198	wmb2	0	Achillea millefolium agg.	0,02
2012	201	wmb2	0	Achillea millefolium agg.	0,02
2012	207	wmb2	0	Achillea millefolium agg.	0,1
2012	209	wmb2	0	Achillea millefolium agg.	0,1
2012	214	wmb2	0	Achillea millefolium agg.	0
2012	217	wmb2	0	Achillea millefolium agg.	0,02
2012	223	wmb2	0	Achillea millefolium agg.	0,02
2012	227	wmb2	0	Achillea millefolium agg.	0,01
2012	233	wmb2	0	Achillea millefolium agg.	0,01
2012	239	wmb2	0	Achillea millefolium agg.	0,01
2012	242	wmb2	0	Achillea millefolium agg.	0,02
2012	248	wmb2	0	Achillea millefolium agg.	0,02
2012	255	wmb2	0	Achillea millefolium agg.	0,02
2012	142	wmb3	0	Achillea millefolium agg.	0
2012	146	wmb3	0	Achillea millefolium agg.	0
2012	151	wmb3	0	Achillea millefolium agg.	0
2012	155	wmb3	0	Achillea millefolium agg.	0
2012	158	wmb3	0	Achillea millefolium agg.	0
2012	163	wmb3	0	Achillea millefolium agg.	0
2012	169	wmb3	0	Achillea millefolium agg.	0
2012	172	wmb3	0	Achillea millefolium agg.	0
2012	175	wmb3	0	Achillea millefolium agg.	0,01
2012	178	wmb3	0	Achillea millefolium agg.	0,01
2012	184	wmb3	0	Achillea millefolium agg.	0,01
2012	190	wmb3	0	Achillea millefolium agg.	0,02
2012	194	wmb3	0	Achillea millefolium agg.	0,08
2012	198	wmb3	0	Achillea millefolium agg.	0,08
2012	201	wmb3	0	Achillea millefolium agg.	0,1
2012	207	wmb3	0	Achillea millefolium agg.	0,1
2012	209	wmb3	0	Achillea millefolium agg.	0,1
2012	214	wmb3	0	Achillea millefolium agg.	0,06
2012	217	wmb3	0	Achillea millefolium agg.	0,06
2012	223	wmb3	0	Achillea millefolium agg.	0,02
2012	227	wmb3	0	Achillea millefolium agg.	0
2012	233	wmb3	0	Achillea millefolium agg.	0
2012	239	wmb3	0	Achillea millefolium agg.	0
2012	242	wmb3	0	Achillea millefolium agg.	0
2012	248	wmb3	0	Achillea millefolium agg.	0
2012	255	wmb3	0	Achillea millefolium agg.	0
2012	146	wmb4	85	Achillea millefolium agg.	0
2012	155	wmb4	60	Achillea millefolium agg.	0
2012	159	wmb4	10	Achillea millefolium agg.	0
2012	163	wmb4	2	Achillea millefolium agg.	0
2012	167	wmb4	0	Achillea millefolium agg.	0
2012	170	wmb4	0	Achillea millefolium agg.	0
2012	176	wmb4	0	Achillea millefolium agg.	0
2012	179	wmb4	0	Achillea millefolium agg.	0
2012	184	wmb4	0	Achillea millefolium agg.	0
2012	190	wmb4	0	Achillea millefolium agg.	0,01
2012	194	wmb4	0	Achillea millefolium agg.	0,01
2012	199	wmb4	0	Achillea millefolium agg.	0,01
2012	201	wmb4	0	Achillea millefolium agg.	0,03
2012	207	wmb4	0	Achillea millefolium agg.	0,03
2012	209	wmb4	0	Achillea millefolium agg.	0,03
2012	215	wmb4	0	Achillea millefolium agg.	0,02
2012	218	wmb4	0	Achillea millefolium agg.	0,02
2012	223	wmb4	0	Achillea millefolium agg.	0
2012	227	wmb4	0	Achillea millefolium agg.	0
2012	232	wmb4	0	Achillea millefolium agg.	0
2012	239	wmb4	0	Achillea millefolium agg.	0
2012	243	wmb4	0	Achillea millefolium agg.	0
2012	249	wmb4	0	Achillea millefolium agg.	0
2012	255	wmb4	0	Achillea millefolium agg.	0
2012	155	wmb5	1	Achillea millefolium agg.	0
2012	159	wmb5	0	Achillea millefolium agg.	0
2012	163	wmb5	0	Achillea millefolium agg.	0
2012	167	wmb5	0	Achillea millefolium agg.	0
2012	170	wmb5	0	Achillea millefolium agg.	0
2012	176	wmb5	0	Achillea millefolium agg.	0
2012	179	wmb5	0	Achillea millefolium agg.	0
2012	184	wmb5	0	Achillea millefolium agg.	0
2012	190	wmb5	0	Achillea millefolium agg.	0
2012	112	h1	0	Achillea millefolium agg.	0
2012	116	h1	0	Achillea millefolium agg.	0
2012	120	h1	0	Achillea millefolium agg.	0
2012	123	h1	0	Achillea millefolium agg.	0
2012	127	h1	0	Achillea millefolium agg.	0
2012	131	h1	0	Achillea millefolium agg.	0
2012	135	h1	0	Achillea millefolium agg.	0
2012	141	h1	0	Achillea millefolium agg.	0
2012	143	h1	0	Achillea millefolium agg.	0
2012	147	h1	0	Achillea millefolium agg.	0
2012	151	h1	0	Achillea millefolium agg.	0
2012	154	h1	0	Achillea millefolium agg.	0
2012	157	h1	0	Achillea millefolium agg.	0
